"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"3320";3320;"2011-05-23";2;0;5;5;0;1;1;2;0,54;0,5152;0,94;0;0;11;11
"14125";14125;"2012-08-16";3;1;8;17;0;4;1;1;0,82;0,7273;0,34;0,194;130;767;897
"4689";4689;"2011-07-19";3;0;7;6;0;2;1;2;0,72;0,697;0,74;0,1045;8;126;134
"10193";10193;"2012-03-05";1;1;3;18;0;1;1;3;0,28;0,2273;0,55;0,6567;12;363;375
"16890";16890;"2012-12-11";4;1;12;12;0;2;1;2;0,36;0,3182;0,53;0,4478;13;213;226
"7912";7912;"2011-12-01";4;0;12;7;0;4;1;1;0,24;0,2121;0,65;0,3582;11;265;276
"6465";6465;"2011-10-01";4;0;10;22;0;6;0;2;0,36;0,3485;0,93;0,2239;12;58;70
"6694";6694;"2011-10-11";4;0;10;11;0;2;1;2;0,6;0,5909;0,73;0,1642;31;92;123
"7724";7724;"2011-11-23";4;0;11;10;0;3;1;2;0,52;0,5;0,94;0,194;6;70;76
"13703";13703;"2012-07-30";3;1;7;3;0;1;1;1;0,66;0,6061;0,83;0;0;3;3
"4729";4729;"2011-07-20";3;0;7;22;0;3;1;1;0,78;0,7727;0,7;0,2239;25;144;169
"16142";16142;"2012-11-10";4;1;11;7;0;6;0;1;0,26;0,2727;0,87;0,1045;14;57;71
"234";234;"2011-01-11";1;0;1;0;0;2;1;1;0,14;0,1667;0,59;0,1045;2;10;12
"14066";14066;"2012-08-14";3;1;8;6;0;2;1;3;0,64;0,5758;0,83;0,194;1;63;64
"7353";7353;"2011-11-07";4;0;11;23;0;1;1;1;0,36;0,3636;0,87;0,0896;1;47;48
"16110";16110;"2012-11-08";4;1;11;23;0;4;1;1;0,34;0,303;0,46;0,3582;5;82;87
"13303";13303;"2012-07-13";3;1;7;11;0;5;1;2;0,76;0,6818;0,45;0,1343;68;220;288
"2801";2801;"2011-05-01";2;0;5;14;0;0;0;2;0,5;0,4848;0,68;0,1045;85;153;238
"9334";9334;"2012-01-29";1;1;1;19;0;0;0;1;0,32;0,303;0,29;0,2537;14;145;159
"2142";2142;"2011-04-04";2;0;4;2;0;1;1;1;0,38;0,3939;0,66;0,2537;1;1;2
"6756";6756;"2011-10-14";4;0;10;1;0;5;1;1;0,58;0,5455;0,94;0,1343;8;16;24
"11894";11894;"2012-05-15";2;1;5;18;0;2;1;1;0,7;0,6515;0,61;0,0896;68;665;733
"8140";8140;"2011-12-10";4;0;12;19;0;6;0;1;0,26;0,2424;0,38;0,2836;15;139;154
"5266";5266;"2011-08-12";3;0;8;7;0;5;1;1;0,64;0,6212;0,44;0,1642;17;247;264
"417";417;"2011-01-19";1;0;1;9;0;3;1;2;0,24;0,2576;0,93;0,1045;2;107;109
"2448";2448;"2011-04-16";2;0;4;21;0;6;0;2;0,44;0,4394;0,94;0;1;13;14
"5988";5988;"2011-09-12";3;0;9;0;0;1;1;1;0,56;0,5303;0,88;0,0896;5;11;16
"16379";16379;"2012-11-20";4;1;11;4;0;2;1;2;0,34;0,3333;0,66;0,194;0;6;6
"4035";4035;"2011-06-22";3;0;6;0;0;3;1;1;0,66;0,6061;0,78;0,194;15;18;33
"7127";7127;"2011-10-29";4;0;10;13;0;6;0;3;0,24;0,197;0,87;0,5224;0;30;30
"13093";13093;"2012-07-04";3;1;7;17;1;3;0;1;0,92;0,8485;0,35;0,2985;161;253;414
"14691";14691;"2012-09-09";3;1;9;7;0;0;0;1;0,54;0,5152;0,73;0,1642;20;50;70
"5251";5251;"2011-08-11";3;0;8;16;0;4;1;1;0,8;0,697;0,27;0,194;57;241;298
"2725";2725;"2011-04-28";2;0;4;10;0;4;1;2;0,62;0,5606;0,88;0,2836;9;45;54
"12424";12424;"2012-06-06";2;1;6;20;0;3;1;1;0,54;0,5152;0,73;0,2836;59;349;408
"4883";4883;"2011-07-27";3;0;7;8;0;3;1;1;0,74;0,6667;0,42;0,2537;28;405;433
"9915";9915;"2012-02-23";1;1;2;3;0;4;1;3;0,44;0,4394;0,67;0,194;2;4;6
"10009";10009;"2012-02-27";1;1;2;1;0;1;1;1;0,26;0,2576;0,65;0,2239;0;6;6
"4364";4364;"2011-07-05";3;0;7;17;0;2;1;1;0,82;0,7576;0,46;0,1045;79;466;545
"925";925;"2011-02-11";1;0;2;1;0;5;1;1;0,1;0,1364;0,54;0,0896;1;6;7
"12118";12118;"2012-05-25";2;1;5;2;0;5;1;2;0,62;0,5758;0,83;0;7;16;23
"16340";16340;"2012-11-18";4;1;11;13;0;0;0;1;0,4;0,4091;0,62;0,3284;113;334;447
"13196";13196;"2012-07-09";3;1;7;0;0;1;1;2;0,68;0,6364;0,89;0,0896;6;33;39
"16665";16665;"2012-12-02";4;1;12;3;0;0;0;2;0,26;0,303;0,93;0;4;21;25
"11263";11263;"2012-04-19";2;1;4;11;0;4;1;1;0,52;0,5;0,48;0;46;183;229
"2472";2472;"2011-04-17";2;0;4;21;0;0;0;1;0,5;0,4848;0,42;0,194;13;70;83
"929";929;"2011-02-11";1;0;2;7;0;5;1;1;0,08;0,1667;0,73;0;1;73;74
"11320";11320;"2012-04-21";2;1;4;20;0;6;0;3;0,5;0,4848;0,82;0,2985;5;34;39
"14332";14332;"2012-08-25";3;1;8;8;0;6;0;2;0,66;0,6212;0,74;0,2537;29;133;162
"10761";10761;"2012-03-29";2;1;3;11;0;4;1;1;0,5;0,4848;0,45;0,4179;54;166;220
"11413";11413;"2012-04-25";2;1;4;17;0;3;1;1;0,6;0,5909;0,2;0,2985;68;664;732
"2611";2611;"2011-04-23";2;0;4;16;0;6;0;1;0,6;0,5909;0,73;0,2836;180;246;426
"5972";5972;"2011-09-11";3;0;9;8;0;0;0;1;0,64;0,5909;0,78;0;25;69;94
"9581";9581;"2012-02-09";1;1;2;3;0;4;1;1;0,22;0,2121;0,8;0,2836;0;4;4
"621";621;"2011-01-29";1;0;1;2;0;6;0;1;0,22;0,2273;0,64;0,1642;0;15;15
"4681";4681;"2011-07-18";3;0;7;22;0;1;1;1;0,76;0,7273;0,66;0,2239;36;104;140
"10995";10995;"2012-04-08";2;1;4;6;0;0;0;1;0,36;0,3788;0,37;0;7;21;28
"13000";13000;"2012-06-30";3;1;6;20;0;6;0;1;0,82;0,7727;0,52;0,1642;88;204;292
"10654";10654;"2012-03-25";2;1;3;0;0;0;0;2;0,44;0,4394;0,94;0,2836;18;62;80
"13344";13344;"2012-07-15";3;1;7;4;0;0;0;2;0,68;0,6364;0,89;0,1045;8;11;19
"2916";2916;"2011-05-06";2;0;5;9;0;5;1;1;0,46;0,4545;0,67;0,2836;27;161;188
"330";330;"2011-01-15";1;0;1;5;0;6;0;1;0,16;0,2273;0,59;0;0;1;1
"11492";11492;"2012-04-29";2;1;4;0;0;0;0;3;0,36;0,3485;0,81;0,1343;0;36;36
"1109";1109;"2011-02-18";1;0;2;22;0;5;1;1;0,54;0,5152;0,1;0,2537;19;88;107
"2416";2416;"2011-04-15";2;0;4;13;1;5;0;1;0,54;0,5152;0,52;0,2537;47;133;180
"9875";9875;"2012-02-21";1;1;2;11;0;2;1;2;0,26;0,2424;0,7;0,2836;5;81;86
"16479";16479;"2012-11-24";4;1;11;8;0;6;0;2;0,26;0,2121;0,44;0,4627;7;55;62
"4359";4359;"2011-07-05";3;0;7;12;0;2;1;1;0,8;0,7273;0,43;0,1045;71;130;201
"1970";1970;"2011-03-27";2;0;3;21;0;0;0;1;0,26;0,2576;0,41;0,1642;7;29;36
"16531";16531;"2012-11-26";4;1;11;12;0;1;1;1;0,42;0,4242;0,35;0,1045;22;188;210
"2671";2671;"2011-04-26";2;0;4;4;0;2;1;1;0,56;0,5303;0,83;0,2537;2;4;6
"3019";3019;"2011-05-10";2;0;5;16;0;2;1;1;0,66;0,6212;0,31;0,1045;56;271;327
"10689";10689;"2012-03-26";2;1;3;11;0;1;1;1;0,48;0,4697;0,31;0,5821;47;131;178
"12959";12959;"2012-06-29";3;1;6;3;0;5;1;1;0,72;0,6667;0,58;0,194;3;5;8
"16070";16070;"2012-11-07";4;1;11;6;0;3;1;2;0,26;0,2424;0,56;0,2836;3;115;118
"4550";4550;"2011-07-13";3;0;7;11;0;3;1;1;0,84;0,7424;0,39;0,1642;55;110;165
"2125";2125;"2011-04-03";2;0;4;9;0;0;0;1;0,36;0,3182;0,5;0,4925;68;74;142
"2643";2643;"2011-04-25";2;0;4;0;0;1;1;3;0,52;0,5;1;0;2;10;12
"16326";16326;"2012-11-17";4;1;11;23;0;6;0;2;0,3;0,3182;0,7;0,1045;19;114;133
"2677";2677;"2011-04-26";2;0;4;10;0;2;1;1;0,66;0,6212;0,69;0,3582;22;98;120
"10876";10876;"2012-04-03";2;1;4;7;0;2;1;1;0,32;0,3333;0,66;0,0896;14;327;341
"6687";6687;"2011-10-11";4;0;10;4;0;2;1;2;0,52;0,5;0,88;0,1343;0;5;5
"13281";13281;"2012-07-12";3;1;7;13;0;4;1;1;0,8;0,697;0,33;0,2239;52;225;277
"16559";16559;"2012-11-27";4;1;11;16;0;2;1;2;0,3;0,2727;0,75;0,2985;5;252;257
"1907";1907;"2011-03-25";2;0;3;5;0;5;1;1;0,18;0,197;0,74;0,1642;0;9;9
"5232";5232;"2011-08-10";3;0;8;21;0;3;1;1;0,76;0,6667;0,33;0,1045;47;162;209
"10837";10837;"2012-04-01";2;1;4;15;0;0;0;1;0,5;0,4848;0,55;0,2537;295;278;573
"412";412;"2011-01-19";1;0;1;4;0;3;1;3;0,22;0,2273;0,93;0,1343;1;1;2
"2613";2613;"2011-04-23";2;0;4;18;0;6;0;1;0,58;0,5455;0,78;0,194;149;227;376
"4674";4674;"2011-07-18";3;0;7;15;0;1;1;1;0,84;0,803;0,53;0,3284;53;111;164
"6914";6914;"2011-10-20";4;0;10;16;0;4;1;2;0,48;0,4697;0,51;0,4478;31;203;234
"7554";7554;"2011-11-16";4;0;11;8;0;3;1;3;0,46;0,4545;0,94;0;9;223;232
"11024";11024;"2012-04-09";2;1;4;11;0;1;1;1;0,52;0,5;0,27;0,4179;96;127;223
"10254";10254;"2012-03-08";1;1;3;7;0;4;1;1;0,42;0,4242;0,77;0,3582;8;326;334
"8660";8660;"2012-01-01";1;1;1;14;0;0;0;1;0,44;0,4394;0,54;0,2985;120;147;267
"9674";9674;"2012-02-13";1;1;2;0;0;1;1;1;0,14;0,1364;0,46;0,2239;0;9;9
"6245";6245;"2011-09-22";3;0;9;18;0;4;1;2;0,64;0,5758;0,83;0,1045;50;501;551
"7396";7396;"2011-11-09";4;0;11;18;0;3;1;1;0,44;0,4394;0,67;0,1045;21;387;408
"11293";11293;"2012-04-20";2;1;4;17;0;5;1;1;0,64;0,6212;0,47;0,2836;122;697;819
"7923";7923;"2011-12-01";4;0;12;18;0;4;1;1;0,36;0,3636;0,43;0,1045;12;393;405
"15940";15940;"2012-11-01";4;1;11;20;0;4;1;2;0,38;0,3939;0,54;0,2537;16;280;296
"11994";11994;"2012-05-19";2;1;5;22;0;6;0;1;0,64;0,6212;0,47;0;104;234;338
"14963";14963;"2012-09-20";3;1;9;15;0;4;1;1;0,66;0,6212;0,47;0,194;60;231;291
"13054";13054;"2012-07-03";3;1;7;2;0;2;1;1;0,72;0,6667;0,58;0;2;8;10
"3169";3169;"2011-05-16";2;0;5;22;0;1;1;1;0,56;0,5303;0,88;0,0896;22;105;127
"2618";2618;"2011-04-23";2;0;4;23;0;6;0;2;0,54;0,5152;0,88;0,1642;31;86;117
"13349";13349;"2012-07-15";3;1;7;9;0;0;0;2;0,72;0,697;0,79;0;58;163;221
"3909";3909;"2011-06-16";2;0;6;18;0;4;1;1;0,64;0,5758;0,83;0,2239;26;299;325
"7798";7798;"2011-11-26";4;0;11;12;0;6;0;1;0,44;0,4394;0,51;0;137;172;309
"2724";2724;"2011-04-28";2;0;4;9;0;4;1;3;0,62;0,5606;0,88;0,3284;18;165;183
"1600";1600;"2011-03-12";1;0;3;3;0;6;0;1;0,24;0,2273;0,65;0,2537;1;6;7
"14651";14651;"2012-09-07";3;1;9;15;0;5;1;1;0,8;0,7576;0,55;0,2537;66;265;331
"4932";4932;"2011-07-29";3;0;7;9;0;5;1;1;0,86;0,803;0,47;0,2537;28;151;179
"6330";6330;"2011-09-26";4;0;9;7;0;1;1;2;0,62;0,5455;0,94;0;17;315;332
"17117";17117;"2012-12-20";4;1;12;23;0;4;1;3;0,4;0,4091;0,82;0,2985;0;13;13
"8198";8198;"2011-12-13";4;0;12;5;0;2;1;1;0,18;0,2424;0,86;0;0;20;20
"9002";9002;"2012-01-15";1;1;1;22;0;0;0;1;0,18;0,2121;0,37;0,0896;2;58;60
"11791";11791;"2012-05-11";2;1;5;11;0;5;1;1;0,56;0,5303;0,35;0,2537;88;203;291
"3802";3802;"2011-06-12";2;0;6;7;0;0;0;1;0,64;0,5909;0,78;0,1045;7;27;34
"6261";6261;"2011-09-23";4;0;9;10;0;5;1;3;0,62;0,5152;1;0,1045;7;28;35
"13089";13089;"2012-07-04";3;1;7;13;1;3;0;1;0,9;0,8182;0,35;0;177;322;499
"6697";6697;"2011-10-11";4;0;10;14;0;2;1;3;0,6;0,5909;0,73;0,1045;54;117;171
"14292";14292;"2012-08-23";3;1;8;16;0;4;1;1;0,76;0,6818;0,48;0,1642;121;344;465
"11081";11081;"2012-04-11";2;1;4;21;0;3;1;1;0,34;0,303;0,57;0,3881;11;154;165
"6699";6699;"2011-10-11";4;0;10;16;0;2;1;2;0,6;0,5909;0,73;0,1642;63;257;320
"13473";13473;"2012-07-20";3;1;7;13;0;5;1;3;0,68;0,6364;0,83;0,1045;20;136;156
"1271";1271;"2011-02-26";1;0;2;2;0;6;0;1;0,22;0,197;0,6;0,3582;3;9;12
"372";372;"2011-01-16";1;0;1;23;0;0;0;2;0,2;0,2273;0,4;0,1045;0;18;18
"8389";8389;"2011-12-21";1;0;12;4;0;3;1;2;0,36;0,3788;0,71;0;0;2;2
"11323";11323;"2012-04-21";2;1;4;23;0;6;0;2;0,46;0,4545;0,82;0,2836;18;73;91
"10648";10648;"2012-03-24";2;1;3;18;0;6;0;3;0,46;0,4545;0,94;0,2239;27;110;137
"3672";3672;"2011-06-06";2;0;6;21;0;1;1;1;0,66;0,6212;0,57;0,0896;29;160;189
"14050";14050;"2012-08-13";3;1;8;14;0;1;1;1;0,8;0,697;0,33;0,1045;85;163;248
"11727";11727;"2012-05-08";2;1;5;19;0;2;1;2;0,64;0,6061;0,69;0,2836;59;399;458
"9360";9360;"2012-01-30";1;1;1;21;0;1;1;1;0,3;0,303;0,42;0,1642;3;159;162
"9301";9301;"2012-01-28";1;1;1;10;0;6;0;1;0,26;0,2727;0,7;0,1343;27;164;191
"8387";8387;"2011-12-21";1;0;12;2;0;3;1;2;0,36;0,3788;0,71;0;0;4;4
"15894";15894;"2012-10-30";4;1;10;22;0;2;1;1;0,3;0,303;0,81;0,1343;2;64;66
"1214";1214;"2011-02-23";1;0;2;15;0;3;1;1;0,34;0,3485;0,25;0,0896;18;54;72
"13224";13224;"2012-07-10";3;1;7;4;0;2;1;1;0,68;0,6364;0,79;0,1343;0;4;4
"8424";8424;"2011-12-22";1;0;12;15;0;4;1;2;0,48;0,4697;0,59;0;28;186;214
"957";957;"2011-02-12";1;0;2;11;0;6;0;1;0,3;0,2727;0,28;0,3284;30;84;114
"7247";7247;"2011-11-03";4;0;11;13;0;4;1;2;0,52;0,5;0,48;0,2537;19;150;169
"8124";8124;"2011-12-10";4;0;12;3;0;6;0;2;0,28;0,303;0,61;0,0896;5;20;25
"11228";11228;"2012-04-18";2;1;4;0;0;3;1;1;0,54;0,5152;0,32;0,1642;3;35;38
"14984";14984;"2012-09-21";3;1;9;12;0;5;1;1;0,68;0,6364;0,57;0,1642;84;305;389
"15135";15135;"2012-09-27";4;1;9;19;0;4;1;1;0,66;0,6212;0,65;0,1343;48;511;559
"16038";16038;"2012-11-05";4;1;11;22;0;1;1;1;0,28;0,2727;0,56;0,194;4;111;115
"7012";7012;"2011-10-24";4;0;10;18;0;1;1;1;0,54;0,5152;0,6;0,0896;58;428;486
"3398";3398;"2011-05-26";2;0;5;11;0;4;1;1;0,74;0,697;0,66;0,2239;36;124;160
"2455";2455;"2011-04-17";2;0;4;4;0;0;0;1;0,36;0,3636;0,76;0,1045;2;5;7
"2873";2873;"2011-05-04";2;0;5;14;0;3;1;1;0,5;0,4848;0,51;0,3881;13;94;107
"8126";8126;"2011-12-10";4;0;12;5;0;6;0;1;0,26;0,2576;0,6;0,1642;0;6;6
"3934";3934;"2011-06-17";2;0;6;19;0;5;1;3;0,64;0,5758;0,83;0,2537;53;275;328
"14762";14762;"2012-09-12";3;1;9;6;0;3;1;1;0,5;0,4848;0,72;0,0896;6;199;205
"10183";10183;"2012-03-05";1;1;3;8;0;1;1;1;0,2;0,2273;0,59;0,1045;13;415;428
"16512";16512;"2012-11-25";4;1;11;17;0;0;0;1;0,28;0,2727;0,41;0,1642;11;170;181
"10779";10779;"2012-03-30";2;1;3;5;0;5;1;1;0,32;0,3333;0,61;0,0896;0;26;26
"13392";13392;"2012-07-17";3;1;7;4;0;2;1;1;0,72;0,6818;0,62;0;0;7;7
"13600";13600;"2012-07-25";3;1;7;20;0;3;1;1;0,74;0,6515;0,4;0,1642;106;461;567
"6276";6276;"2011-09-24";4;0;9;1;0;6;0;2;0,58;0,5455;0,94;0,0896;18;61;79
"14185";14185;"2012-08-19";3;1;8;5;0;0;0;2;0,6;0,5909;0,73;0,1343;3;8;11
"14753";14753;"2012-09-11";3;1;9;21;0;2;1;1;0,56;0,5303;0,6;0,1045;28;282;310
"8468";8468;"2011-12-24";1;0;12;11;0;6;0;1;0,32;0,2879;0,39;0,3582;9;62;71
"1268";1268;"2011-02-25";1;0;2;23;0;5;1;1;0,26;0,2273;0,48;0,3284;2;37;39
"2102";2102;"2011-04-02";2;0;4;10;0;6;0;2;0,36;0,3485;0,57;0,1642;41;113;154
"10194";10194;"2012-03-05";1;1;3;19;0;1;1;1;0,26;0,2576;0,53;0,2239;6;220;226
"17283";17283;"2012-12-27";1;1;12;23;0;4;1;2;0,24;0,2273;0,6;0,2537;2;24;26
"17009";17009;"2012-12-16";4;1;12;11;0;0;0;2;0,36;0,3485;0,87;0,1343;47;248;295
"6227";6227;"2011-09-22";3;0;9;0;0;4;1;1;0,6;0,5152;0,94;0,1045;11;30;41
"9552";9552;"2012-02-07";1;1;2;22;0;2;1;1;0,32;0,3182;0,57;0,194;11;107;118
"6894";6894;"2011-10-19";4;0;10;20;0;3;1;3;0,6;0,5152;0,94;0,0896;5;140;145
"7563";7563;"2011-11-16";4;0;11;17;0;3;1;2;0,48;0,4697;0,88;0,194;17;216;233
"9752";9752;"2012-02-16";1;1;2;6;0;4;1;2;0,3;0,3182;0,7;0,0896;4;83;87
"2287";2287;"2011-04-10";2;0;4;3;0;0;0;2;0,38;0,3939;0,87;0,1343;5;11;16
"16096";16096;"2012-11-08";4;1;11;9;0;4;1;1;0,32;0,2879;0,31;0,3582;22;253;275
"14894";14894;"2012-09-17";3;1;9;18;0;1;1;2;0,62;0,5909;0,73;0,1642;66;708;774
"3688";3688;"2011-06-07";2;0;6;13;0;2;1;2;0,8;0,7273;0,43;0,2537;55;141;196
"6168";6168;"2011-09-19";3;0;9;13;0;1;1;2;0,6;0,6061;0,6;0;53;124;177
"2418";2418;"2011-04-15";2;0;4;15;1;5;0;1;0,54;0,5152;0,52;0,4478;50;112;162
"3146";3146;"2011-05-15";2;0;5;23;0;0;0;1;0,54;0,5152;0,88;0,2239;18;51;69
"10173";10173;"2012-03-04";1;1;3;22;0;0;0;1;0,26;0,2424;0,41;0,2537;9;53;62
"7411";7411;"2011-11-10";4;0;11;9;0;4;1;2;0,42;0,4242;0,94;0,1045;23;188;211
"4378";4378;"2011-07-06";3;0;7;7;0;3;1;2;0,72;0,697;0,79;0;24;288;312
"16981";16981;"2012-12-15";4;1;12;7;0;6;0;2;0,24;0,2576;0,75;0,0896;1;47;48
"5175";5175;"2011-08-08";3;0;8;12;0;1;1;1;0,82;0,7576;0,46;0,2537;48;134;182
"2020";2020;"2011-03-30";2;0;3;0;0;3;1;2;0,32;0,3485;0,57;0;3;8;11
"13809";13809;"2012-08-03";3;1;8;13;0;5;1;2;0,86;0,803;0,47;0,2836;98;247;345
"1084";1084;"2011-02-17";1;0;2;21;0;4;1;1;0,52;0,5;0,55;0,3881;5;119;124
"7957";7957;"2011-12-03";4;0;12;4;0;6;0;1;0,22;0,2273;0,75;0,1343;1;7;8
"10188";10188;"2012-03-05";1;1;3;13;0;1;1;2;0,26;0,2576;0,55;0,2985;11;109;120
"10810";10810;"2012-03-31";2;1;3;12;0;6;0;1;0,48;0,4697;0,67;0;263;358;621
"6629";6629;"2011-10-08";4;0;10;18;0;6;0;1;0,6;0,6212;0,46;0,1045;135;224;359
"677";677;"2011-01-31";1;0;1;12;0;1;1;2;0,18;0,2121;0,55;0,1045;6;62;68
"17320";17320;"2012-12-29";1;1;12;12;0;6;0;3;0,2;0,2424;1;0;5;43;48
"10056";10056;"2012-02-29";1;1;2;0;0;3;1;1;0,32;0,3333;0,53;0,1045;2;30;32
"15355";15355;"2012-10-06";4;1;10;23;0;6;0;1;0,44;0,4394;0,62;0,1343;37;142;179
"15096";15096;"2012-09-26";4;1;9;4;0;3;1;1;0,56;0,5303;0,73;0,2537;2;12;14
"11534";11534;"2012-04-30";2;1;4;18;0;1;1;2;0,56;0,5303;0,6;0,2239;53;611;664
"5542";5542;"2011-08-23";3;0;8;19;0;2;1;1;0,66;0,6212;0,5;0,2239;70;297;367
"15007";15007;"2012-09-22";3;1;9;11;0;6;0;1;0,7;0,6515;0,58;0,2836;189;437;626
"9840";9840;"2012-02-19";1;1;2;22;0;0;0;3;0,24;0,2576;0,75;0,0896;8;47;55
"708";708;"2011-02-01";1;0;2;20;0;2;1;2;0,22;0,2273;0,87;0,1343;5;69;74
"5926";5926;"2011-09-09";3;0;9;10;0;5;1;2;0,62;0,5152;1;0;2;27;29
"12244";12244;"2012-05-30";2;1;5;8;0;3;1;2;0,6;0,5909;0,73;0,1642;29;642;671
"13736";13736;"2012-07-31";3;1;7;12;0;2;1;1;0,8;0,7273;0,46;0;50;198;248
"13248";13248;"2012-07-11";3;1;7;4;0;3;1;1;0,64;0,5758;0,89;0,1343;1;6;7
"4870";4870;"2011-07-26";3;0;7;19;0;2;1;1;0,82;0,7424;0,43;0,2985;69;329;398
"17103";17103;"2012-12-20";4;1;12;9;0;4;1;2;0,3;0,3333;0,7;0;14;303;317
"2305";2305;"2011-04-10";2;0;4;21;0;0;0;1;0,44;0,4394;0,88;0,194;18;77;95
"3812";3812;"2011-06-12";2;0;6;17;0;0;0;3;0,68;0,6364;0,83;0,2836;94;158;252
"11402";11402;"2012-04-25";2;1;4;6;0;3;1;1;0,34;0,3636;0,66;0;3;103;106
"4420";4420;"2011-07-08";3;0;7;1;0;5;1;1;0,72;0,697;0,79;0;9;25;34
"5790";5790;"2011-09-03";3;0;9;16;0;6;0;1;0,72;0,6818;0,7;0,194;186;188;374
"1597";1597;"2011-03-12";1;0;3;0;0;6;0;1;0,26;0,2727;0,6;0,1343;4;30;34
"6828";6828;"2011-10-17";4;0;10;1;0;1;1;1;0,56;0,5303;0,54;0,3881;2;15;17
"15354";15354;"2012-10-06";4;1;10;22;0;6;0;1;0,44;0,4394;0,62;0,1343;45;140;185
"1008";1008;"2011-02-14";1;0;2;15;0;1;1;1;0,56;0,5303;0,21;0,6567;19;71;90
"1207";1207;"2011-02-23";1;0;2;8;0;3;1;1;0,14;0,1515;0,54;0,1642;8;227;235
"13215";13215;"2012-07-09";3;1;7;19;0;1;1;1;0,74;0,6818;0,55;0,1642;88;543;631
"12680";12680;"2012-06-17";2;1;6;12;0;0;0;1;0,62;0,6212;0,57;0;260;355;615
"16800";16800;"2012-12-07";4;1;12;18;0;5;1;2;0,38;0,3939;0,71;0,1045;25;473;498
"1925";1925;"2011-03-25";2;0;3;23;0;5;1;2;0,26;0,2424;0,38;0,2836;8;31;39
"6657";6657;"2011-10-09";4;0;10;22;0;0;0;2;0,52;0,5;0,94;0;48;104;152
"1474";1474;"2011-03-06";1;0;3;17;0;0;0;3;0,34;0,303;1;0,2985;2;23;25
"13079";13079;"2012-07-04";3;1;7;3;1;3;0;1;0,68;0,6364;0,74;0,194;9;23;32
"505";505;"2011-01-23";1;0;1;2;0;0;0;1;0,02;0,0606;0,62;0,1343;3;15;18
"13345";13345;"2012-07-15";3;1;7;5;0;0;0;1;0,68;0,6364;0,89;0,1343;2;7;9
"3388";3388;"2011-05-26";2;0;5;1;0;4;1;1;0,64;0,6061;0,73;0,1343;3;13;16
"4443";4443;"2011-07-09";3;0;7;0;0;6;0;2;0,66;0,6061;0,83;0,1343;31;90;121
"11361";11361;"2012-04-23";2;1;4;13;0;1;1;3;0,34;0,303;0,66;0,3881;9;98;107
"1346";1346;"2011-03-01";1;0;3;8;0;2;1;1;0,2;0,1818;0,59;0,3881;10;204;214
"6207";6207;"2011-09-21";3;0;9;4;0;3;1;2;0,54;0,5152;1;0,1343;2;5;7
"11972";11972;"2012-05-19";2;1;5;0;0;6;0;1;0,52;0,5;0,48;0,1045;30;118;148
"10019";10019;"2012-02-27";1;1;2;11;0;1;1;1;0,36;0,3333;0,43;0,2537;11;92;103
"15320";15320;"2012-10-05";4;1;10;12;0;5;1;1;0,72;0,6515;0,42;0,1642;161;307;468
"439";439;"2011-01-20";1;0;1;7;0;4;1;1;0,22;0,2121;0,55;0,2239;1;100;101
"16571";16571;"2012-11-28";4;1;11;4;0;3;1;2;0,26;0,2576;0,7;0,194;0;4;4
"15689";15689;"2012-10-20";4;1;10;21;0;6;0;1;0,46;0,4545;0,47;0,2239;72;224;296
"17127";17127;"2012-12-21";1;1;12;9;0;5;1;2;0,32;0,2727;0,45;0,5522;2;265;267
"1717";1717;"2011-03-17";1;0;3;4;0;4;1;1;0,34;0,3333;0,71;0,194;0;3;3
"5643";5643;"2011-08-28";3;0;8;13;0;0;0;1;0,76;0,6818;0,45;0,3582;129;302;431
"60";60;"2011-01-03";1;0;1;14;0;1;1;1;0,26;0,2424;0,3;0,2836;11;66;77
"6499";6499;"2011-10-03";4;0;10;8;0;1;1;2;0,36;0,3636;0,71;0,1045;13;359;372
"10033";10033;"2012-02-28";1;1;2;1;0;2;1;1;0,38;0,3939;0,62;0,1642;0;6;6
"14825";14825;"2012-09-14";3;1;9;21;0;5;1;1;0,64;0,6061;0,73;0,2239;42;270;312
"5150";5150;"2011-08-07";3;0;8;11;0;0;0;1;0,82;0,8333;0,63;0;113;156;269
"1174";1174;"2011-02-21";1;0;2;16;1;1;0;3;0,28;0,2424;0,75;0,4179;8;48;56
"5236";5236;"2011-08-11";3;0;8;1;0;4;1;1;0,7;0,6364;0,45;0,1343;9;17;26
"10192";10192;"2012-03-05";1;1;3;17;0;1;1;3;0,3;0,2727;0,45;0,2985;11;376;387
"15962";15962;"2012-11-02";4;1;11;18;0;5;1;2;0,38;0,3939;0,43;0,3284;32;490;522
"8698";8698;"2012-01-03";1;1;1;5;0;2;1;1;0,14;0,1364;0,54;0,194;0;12;12
"9194";9194;"2012-01-23";1;1;1;23;0;1;1;2;0,28;0,2576;0,93;0,3284;2;35;37
"16368";16368;"2012-11-19";4;1;11;17;0;1;1;2;0,42;0,4242;0,58;0,194;33;586;619
"971";971;"2011-02-13";1;0;2;1;0;0;0;1;0,2;0,2273;0,59;0,0896;1;23;24
"983";983;"2011-02-13";1;0;2;14;0;0;0;2;0,4;0,4091;0,3;0,4179;51;110;161
